doc_id,title,year,municipio,tipo,url
DOC-045,Plan de Recuperación Municipal de Caguas,2022,Caguas,Plan de Recuperación,https://caguas.gov.pr/wp-content/uploads/2023/07/Plan-de-Recuperacion-del-Municipio-de-Caguas.pdf
HMP-013,Plan de Mitigación de Riesgos - Caguas,2020,Caguas,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Cagu-Approved-HMP-210211-with-certification-1.pdf
DOC-013,Reserva Agrícola de la Costa Norte y Reserva Natural Río Camuy,2016,Camuy,Plan,https://jp.pr.gov/wp-content/uploads/2022/02/Reserva-Agricola-de-la-Costa-Norte-y-Reserva-Natural-Rio-Camuy.pdf
DOC-046,Plan de Recuperación Municipal de Camuy,2022,Camuy,Plan de Recuperación,https://recuperacion.pr.gov/wp-content/uploads/2023/04/Camuy-Plan-Final-Draft-2.15.2023-sugerencias-2.17.2023-revisado-2.24.2023.pdf
HMP-014,Plan de Mitigación de Riesgos - Camuy,2024,Camuy,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Camu-FinalHMP-Approved-1.pdf
DOC-047,Plan de Recuperación Municipal de Canóvanas,2022,Canóvanas,Plan de Recuperación,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2024/10/2023-12-30_PLN_MRP_Plan-Canovanas.pdf
HMP-015,Plan de Mitigación de Riesgos - Canóvanas,2021,Canóvanas,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/CANO-Plan-FinalHMP.pdf
DOC-048,Plan de Recuperación Municipal de Carolina,2022,Carolina,Plan de Recuperación,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2024/10/2024-03-14_PLN_MRP_Plan-Carolina.pdf
HMP-016,Plan de Mitigación de Riesgos - Carolina,2020,Carolina,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Caro-Plan-ApprovedHMP.pdf
DOC-049,Plan de Recuperación Municipal de Cataño,2022,Cataño,Plan de Recuperación,https://recuperacion.pr.gov/wp-content/uploads/2023/07/PL-Deliverable-4-Plan-Development-CATANO-6-27-2023.pdf
DOC-016,Memorial Plan Sectorial Reserva Natural Planadas-Yeyesa,2016,Cayey,Plan sectorial,https://jp.pr.gov/wp-content/uploads/2021/09/Plan-Sectorial-Reserva-Natural-Planadas-Yeyesa-Municipios-de-Cayey-y-Salinas-1.pdf
HMP-018,Plan de Mitigación de Riesgos - Cayey,2021,Cayey,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Caye-HMP_Approved-240723.pdf
DOC-051,Plan de Recuperación Municipal de Ceiba,2022,Ceiba,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/07/Ceiba-Final-Plan-document-Signed.pdf
HMP-019,Plan de Mitigación de Riesgos - Ceiba,2020,Ceiba,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Ceib-Approved-HMP-210120-1.pdf
HMP-020,Plan de Mitigación de Riesgos - Ciales,2020,Ciales,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Cial-Plan-ApprovedHMP.pdf
DOC-053,Plan de Recuperación Municipal de Cidra,2022,Cidra,Plan,https://estudiostecnicos.com/wp-content/uploads/2023/04/20018-32-MRP-Municipio-Cidra-Final-Draft_02.14.23.pdf
HMP-021,Plan de Mitigación de Riesgos - Cidra,2020,Cidra,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Cidr-Approved-HMP-210319.pdf
HMP-022,Plan de Mitigación de Riesgos - Coamo,2021,Coamo,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/COAM-ApprovedHMP.pdf
WCRP-037,Plan de Resiliencia Comunitaria Centro Urbano de Coamo,2025,Coamo,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-12-11-PLN_WCRP_CRP_Final%20Plan_Coamo_v2.pdf
DOC-055,Plan de Recuperación Municipal de Comerío,2022,Comerío,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/03/Comerio-PL-Final-Plan-document-Signed-PR-MRP-00051-Applicant-9-12-2022.pdf
HMP-023,Plan de Mitigación de Riesgos – Comerío,2020,Comerío,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/COME-Approved-HMP_-2022-1-1.pdf
HMP-024,Plan de Mitigación de Riesgos – Corozal,2024,Corozal,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/LHMP-CORO-Approved-240820.pdf
DOC-057,Plan de Recuperación Municipal de Culebra,2022,Culebra,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/03/Culebra-PL-Deliverable-4-Plan-Development-PR-MRP-00044-Applicant-10-7-2022.pdf
HMP-025,Plan de Mitigación de Riesgos – Culebra,2021,Culebra,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Cule-Approved-HMP-1.pdf
DOC-058,Plan de Recuperación Municipal de Dorado,2022,Dorado,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/03/Dorado-PL-Final-Plan-document-Signed-PR-MRP-00012-Applicant-10-13-2022.pdf
HMP-026,Plan de Mitigación de Riesgos – Dorado,2020,Dorado,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Dora-Approved-HMP.pdf
HMP-027,Plan de Mitigación de Riesgos – Fajardo,2020,Fajardo,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/FAJA-ApprovedHMP-210730.pdf
DOC-060,Plan de Recuperación Municipal de Florida,2022,Florida,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/08/Florida-Final-Plan-document-Signed.pdf
HMP-028,Plan de Mitigación de Riesgos – Florida,2020,Florida,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Flor-Plan-Approved-HMP.pdf
DOC-061,Plan de Recuperación Municipal de Guánica,2022,Guánica,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2024/01/Guanica-Final-Plan-document-Signed.pdf
HMP-029,Plan de Mitigación de Riesgos – Guánica,2024,Guánica,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/HMP-GUAN-ExeSummary.pdf
WCRP-001,Plan de Resiliencia Comunitaria Comunidad Esperanza,2025,Guánica,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025_06_24_PLN_WCRP_CRP_Esperanza_vfinal.pdf
WCRP-002,Plan de Resiliencia Comunitaria Comunidad Siberia,2025,Guánica,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025_06_24_PLN_WCRP_CRP_Siberia_vfinal.pdf
HMP-030,Plan de Mitigación de Riesgos – Guayama,2020,Guayama,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/GAMA-Plan-Approved-HMP.pdf
DOC-063,Plan de Recuperación Municipal de Guayanilla,2022,Guayanilla,Plan,https://recuperacion.pr.gov/wp-content/uploads/2022/12/20018-22-MRP_Municipio-Guayanilla-11.28.2.pdf
HMP-031,Plan de Mitigación de Riesgos – Guayanilla,2020,Guayanilla,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Guayanilla-Approved-HMP-210120.pdf
DOC-064,Plan de Recuperación Municipal de Guaynabo,2022,Guaynabo,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2024/05/2024.05.07-PLN_MRP_Plan-Guaynabo.pdf
HMP-032,Plan de Mitigación de Riesgos – Guaynabo,2022,Guaynabo,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Guay-Approved-HMP.pdf
DOC-065,Plan de Recuperación Municipal de Gurabo,2022,Gurabo,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/09/20018-06-Gurabo_PLAN-FINAL_2022.09-12-rev-2023-08-28.pdf
HMP-033,Plan de Mitigación de Riesgos – Gurabo,2021,Gurabo,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Gura-HMP-Approved.pdf
DOC-066,Plan de Recuperación Municipal de Hatillo,2022,Hatillo,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/06/Hatillo-PL-Final-Plan-document-Signed.pdf
HMP-034,Plan de Mitigación de Riesgos – Hatillo,2020,Hatillo,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Hati-Approved-HMP-201216.pdf
DOC-067,Plan de Recuperación Municipal de Hormigueros,2022,Hormigueros,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/06/Hormigueros-Final-Plan-document-Signed.pdf
HMP-035,Plan de Mitigación de Riesgos – Hormigueros,2021,Hormigueros,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Horm-Approved-HMP.pdf
POT-063,"""Borrador Revisión Integral del Plan Territorial Municipio Autónomo de Hormigueros""",2026,Hormigueros,Plan,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Vistas%20Publicas/Hormigueros%20-%206%20de%20mayo%202026/Avance%20Hormigueros%20Marzo%202026.pdf
DOC-068,Plan de Recuperación Municipal de Humacao,2022,Humacao,Plan,https://estudiostecnicos.com/wp-content/uploads/2023/01/MRP_Humacao_FINAL-DRAFT-PLAN_12.7.2022_rev012323.pdf
HMP-036,Plan de Mitigación de Riesgos – Humacao,2020,Humacao,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/HUMA-Approved-HMP-210119.pdf
WCRP-003,Plan de Resiliencia Comunitaria Buena Vista,2025,Humacao,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-05-28_PLN_WCRP_Plan_Resiliencia_Comunitaria_Buena_Vista_v.final.pdf
WCRP-004,Plan de Resiliencia Comunitaria Mariana,2025,Humacao,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-05-14_PLN_WCRP_Plan_Resiliencia_Comunitaria_Mariana_v.final.pdf
WCRP-005,Plan de Resiliencia Comunitaria Playa Guayanés,2025,Humacao,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-06-26_PLN_WCRP_Plan_Resiliencia_Comunitaria_Playa_Guayanes_vfinal.pdf
WCRP-006,Plan de Resiliencia Comunitaria Punta Santiago,2025,Humacao,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-04-30_PLN_WCRP_Plan_Resiliencia_Comunitaria_Punta_Santiago_vfinal.pdf
WCRP-007,Plan de Resiliencia Comunitaria Verde Mar,2025,Humacao,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-04-30_PLN_WCRP_Plan_Resiliencia_Comunitaria_Verde_Mar_vfinal.pdf
DOC-069,Plan de Recuperación Municipal de Isabela,2022,Isabela,Plan,https://ibts2.ibts.org/wp-content/uploads/2023/01/Plan-Isabela-Revisiones-06.09.2023_JDV-1.pdf
HMP-037,Plan de Mitigación de Riesgos – Isabela,2020,Isabela,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Isab-HMP-ExeSummary-201111.pdf
HMP-038,Plan de Mitigación de Riesgos – Jayuya,2020,Jayuya,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Jayuya-Approved-HMP-200622.pdf
DOC-071,Plan de Recuperación Municipal de Juana Díaz,2022,Juana Díaz,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/07/Juana-Diaz-Final-Plan-document-Signed.pdf
HMP-039,Plan de Mitigación de Riesgos – Juana Díaz,2024,Juana Díaz,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/HMP-JDIZ-Approved-240826.pdf
HMP-040,Plan de Mitigación de Riesgos – Juncos,2021,Juncos,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Junc-HMP-Approved.pdf
DOC-008,Ley_ 277_1999:Ley de la Reserva Agrícola del Valle de Lajas,1999,Lajas,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Agricultura/277-1999.pdf
DOC-073,Plan de Recuperación Municipal de Lajas,2022,Lajas,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/08/Lajas-Final-Plan-document-Signed.pdf
HMP-041,Plan de Mitigación de Riesgos – Lajas,2021,Lajas,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Lajas-Approved-HMP-201208.pdf
DOC-074,Plan de Recuperación Municipal de Lares,2022,Lares,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/03/Lares-PL-Final-Plan-document-Signed-PR-MRP-00079-Applicant-10-21-2022.pdf
HMP-042,Plan de Mitigación de Riesgos – Lares,2020,Lares,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Lares-ApprovedHMP-210730.pdf
HMP-043,Plan de Mitigación de Riesgos – Las Marías,2020,Las Marías,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Las-Marias-Plan-Final-201022-Approved.pdf
DOC-076,Plan de Recuperación Municipal de Las Piedras,2022,Las Piedras,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/03/Las-Piedras-PL-Final-Plan-document-Signed.pdf
HMP-044,Plan de Mitigación de Riesgos – Las Piedras,2024,Las Piedras,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/LHMP-LPIE-Approved-240820.pdf
HMP-045,Plan de Mitigación de Riesgos – Loíza,2021,Loíza,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Loiz-Approved-HMP.pdf
WCRP-008,Plan de Resiliencia Comunitaria Villa Cañona,2025,Loíza,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-02-07_WCRP_CRP_Villa_Canona_vfinal.pdf
DOC-078,Plan de Recuperación Municipal de Luquillo,2022,Luquillo,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/03/Luquillo-PL-Final-Plan-document-Signed-PR-MRP-00042-Applicant-LUQUILLO-11-22-2022.pdf
HMP-046,Plan de Mitigación de Riesgos – Luquillo,2020,Luquillo,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/LUQU-ApprovedHMP-210730.pdf
DOC-014,Plan Sectorial de Mar Chiquita,2016,Manatí,Plan sectorial,https://jp.pr.gov/wp-content/uploads/2021/09/Plan-Sectorial-de-Mar-Chiquita-Manati.pdf
DOC-079,Plan de Recuperación Municipal de Manatí,2022,Manatí,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2024/07/2022-06-28_PLN_MRP_Plan-Manati.pdf
HMP-047,Plan de Mitigación de Riesgos – Manatí,2024,Manatí,Plan de Mitigación,https://jp.pr.gov/wp-content/uploads/2021/10/PLAN-DE-MITIGACION-MULTIRRIESGO-DE-MANATI-2DA-REVISION-FEMA.pdf
DOC-080,Plan de Recuperación Municipal de Maricao,2022,Maricao,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/06/Maricao-Final-Plan-document-Signed.pdf
HMP-048,Plan de Mitigación de Riesgos – Maricao,2020,Maricao,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Mari-Plan-FinalHMP-210218%20(1).pdf
DOC-081,Plan de Recuperación Municipal de Maunabo,2022,Maunabo,Plan,https://estudiostecnicos.com/wp-content/uploads/2023/03/MRP-Municipio-Maunabo-Final-Draft-3.8.2023rev.pdf
HMP-049,Plan de Mitigación de Riesgos – Maunabo,2021,Maunabo,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Maun-Approved-HMP.pdf
WCRP-009,Plan de Resiliencia Comunitaria Punta Tuna,2025,Maunabo,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-04-30_PLN_WCRP_Plan_Resiliencia_Comunitaria_Punta_Tuna_vfinal.pdf
WCRP-010,Plan de Resiliencia Comunitaria Tumbao,2025,Maunabo,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-04-30_PLN_WCRP_Plan_Resiliencia_Comunitaria_Tumbao_vfinal.pdf
HMP-050,Plan de Mitigación de Riesgos – Mayagüez,2020,Mayagüez,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/MAYA-Approved-HMP-210119.pdf
DOC-083,Plan de Recuperación Municipal de Moca,2022,Moca,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/05/Plan-final-moca.pdf
HMP-051,Plan de Mitigación de Riesgos – Moca,2021,Moca,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Resumen%20Ejecutivo/MOCA-Approved-HMP-1.pdf
DOC-084,Plan de Recuperación Municipal de Morovis,2022,Morovis,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2024/01/Morovis-Final-Plan-document-Signed.pdf
HMP-052,Plan de Mitigación de Riesgos – Morovis,2020,Morovis,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Moro-ApprovedHMP.pdf
DOC-002,"""Ley_314_1998: Ley de la Reserva Natural del Caño o Ciénaga Tiburones y para Declarar la Política Pública sobre los Humedales en Puerto Rico""",1998,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/PatriNatural/314-1998.pdf
DOC-003,"""Ley_33_2019: Ley de Mitigación",2019,Todo PR,Asamblea Legislativa de Puerto Rico,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/33-2019.pdf
DOC-004,Ley_112_1988: Ley del Consejo para la Protección del Patrimonio Arqueológico Terrestre de Puerto Rico,1988,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/BVirtual/LeyesOrganicas/pdf/112-1988.pdf
DOC-005,Ley_211_1946: Ley de Distritos de Conservación de Suelos,1946,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/LeyesOrganicas/pdf/211-1946.pdf
